-0.54 0.40 -0.04 1.10 0.11 0.15 -0.36 -0.06 0.31 -1.71 -1.95 1.95 0.69
-1.35 0.74 0.17 -0.18 0.02 0.35 -0.54 -0.78 0.20 -0.98 -4.02 4.02 37.20
0.41 -1.70 1.03 0.47 0.26 0.98 1.67 1.01 -1.84 -1.28 1.84 1.84 -0.22
-0.62 0.03 0.52 -0.73 0.19 -0.76 -0.61 -1.41 -0.92 -1.35 -0.60 0.60 -8.15
-0.98 1.05 -0.95 2.63 0.49 0.18 -0.86 0.70 -0.58 0.12 -3.78 3.78 33.05
2.56 -0.10 1.15 -0.70 -0.03 1.77 -0.63 1.81 0.71 -0.56 -0.05 0.05 -11.11
0.63 0.97 0.62 -1.57 -0.73 -0.25 -0.07 0.62 0.18 -1.34 -4.66 4.66 55.19
0.38 0.61 0.56 1.08 0.83 0.46 -0.07 -1.66 0.43 0.21 4.09 4.09 40.61
0.27 -1.28 -1.08 1.05 -0.04 0.68 0.03 0.03 0.94 -0.52 -2.41 2.41 6.66
0.10 -0.46 -0.43 -0.31 0.22 -0.48 1.26 -0.89 -0.19 -0.44 1.63 1.63 -1.94
1.45 0.20 1.03 -1.49 0.27 0.89 0.08 1.07 -0.52 1.41 -1.88 1.88 0.69
2.30 -0.36 -0.45 1.45 1.58 -0.52 -0.42 -0.28 -1.34 -0.92 0.20 0.20 -10.91
-1.00 -0.77 -0.03 0.23 1.55 -1.00 0.98 -0.21 -0.05 0.67 0.47 0.47 -9.02
-1.12 0.38 0.17 0.49 0.29 2.46 -0.64 -0.53 -0.62 -0.56 -3.15 3.15 20.30
-0.64 1.19 1.42 -0.57 -0.83 0.47 -0.55 0.63 0.20 -1.52 4.70 4.70 57.13
1.55 1.80 -0.61 -0.39 0.29 0.33 0.66 2.01 -0.18 -0.80 2.75 2.75 13.66
-1.38 -0.73 -0.03 1.79 -0.52 0.22 -0.02 1.19 2.53 -0.53 4.39 4.39 46.71
-0.49 1.04 0.68 1.85 0.58 -0.36 0.59 1.11 0.82 0.51 3.95 3.95 35.92
1.07 1.17 1.38 0.65 -0.17 0.15 1.21 -0.82 0.37 -0.39 0.98 0.98 -6.66
0.03 1.28 0.19 0.05 -1.36 0.75 0.65 2.16 -0.31 0.22 4.22 4.22 43.86
0.25 1.58 -0.10 0.28 0.61 0.19 -0.45 0.19 1.07 -1.03 -4.12 4.12 41.27
0.13 -0.70 1.20 -1.52 -0.56 0.38 1.57 -0.07 -0.56 1.88 -3.04 3.04 21.20
-1.45 -2.20 0.44 -0.50 -1.02 0.71 0.24 -0.56 -1.28 0.87 -4.55 4.55 52.56
0.65 -0.10 1.85 -1.07 -1.53 -0.69 -0.05 0.24 -0.24 0.35 -1.75 1.75 0.17
-1.25 1.44 -0.08 1.12 0.34 0.46 0.57 0.45 0.64 1.33 -1.11 1.11 -5.42
0.20 0.71 -0.09 1.44 -0.68 1.80 -0.04 -1.43 0.13 -0.68 -2.29 2.29 6.27
0.84 -0.65 -0.45 -1.89 -0.45 -2.42 -1.58 0.76 0.79 0.43 3.29 3.29 22.14
-0.97 -0.05 -0.00 -1.16 1.50 0.88 -0.22 0.03 0.21 -2.04 -1.43 1.43 -3.16
-0.25 -0.68 -1.00 -0.28 1.80 0.64 -0.57 0.57 1.40 0.92 -2.19 2.19 3.70
0.06 -0.65 0.70 0.39 0.90 0.64 1.05 -0.54 1.32 0.20 0.43 0.43 -9.67
2.08 -0.69 1.74 0.20 -0.65 -0.48 -0.32 0.42 0.52 -0.57 -3.59 3.59 28.24
-0.02 2.14 1.73 0.44 0.04 0.12 0.61 -1.02 -0.26 -1.67 3.02 3.02 17.47
0.40 0.65 -0.48 1.57 -1.23 -1.46 0.22 1.05 1.68 -0.46 -4.25 4.25 46.39
1.08 -0.04 -0.17 0.88 0.65 -1.58 1.48 1.38 -0.63 0.40 4.87 4.87 59.44
0.49 0.26 -0.55 -0.67 -0.03 1.17 0.54 -0.37 0.77 -2.85 2.72 2.72 12.85
1.15 -1.74 -0.36 -1.12 -1.29 1.16 -0.47 0.35 -0.05 0.48 -3.01 3.01 15.78
0.08 -1.28 1.00 -0.49 -1.56 -0.43 1.50 0.85 -0.35 -0.35 -4.94 4.94 62.93
-0.32 2.08 0.38 0.43 1.03 0.24 -0.26 -0.20 -0.07 -0.04 3.15 3.15 20.83
0.73 0.05 0.73 -0.08 0.08 -2.00 0.92 0.35 1.00 -2.90 2.07 2.07 2.89
2.09 -0.14 1.11 -1.04 0.61 -1.05 -0.62 1.91 -0.19 0.22 2.29 2.29 4.76
0.87 0.50 0.15 0.36 2.40 -0.06 0.20 1.05 1.11 1.19 2.71 2.71 11.43
0.64 -1.14 1.63 -1.15 0.30 -0.75 -0.06 0.33 0.32 0.42 -4.26 4.26 45.04
1.61 0.45 -0.24 0.96 1.19 -1.23 0.60 0.70 -0.30 1.38 -1.42 1.42 -4.65
-0.15 0.13 -0.17 0.02 -1.10 -1.44 1.59 -0.85 -0.99 -2.15 -3.84 3.84 34.46
-0.64 -1.32 1.64 1.01 -0.69 2.25 0.98 -0.32 -2.50 2.29 3.63 3.63 29.59
-1.39 -1.65 1.02 2.44 1.38 0.56 0.59 0.85 0.76 0.28 1.23 1.23 -6.03
0.10 -0.06 -0.75 -0.28 -1.69 -0.10 -0.99 -1.10 0.18 1.39 -1.69 1.69 0.51
0.92 -1.57 -0.99 0.94 -0.98 -0.22 0.55 -0.97 0.11 -1.33 -4.36 4.36 47.71
-0.60 0.32 -1.59 0.44 -0.02 0.55 0.22 1.36 0.13 -0.43 -1.89 1.89 -1.10
0.12 0.54 0.05 0.04 -0.70 -0.66 -1.40 1.75 -1.24 -0.69 -1.75 1.75 -0.66
-0.72 0.89 -0.29 1.25 -0.67 0.28 -0.84 2.15 -1.19 0.31 2.30 2.30 5.22
0.63 0.41 -0.19 -0.13 0.04 -0.15 0.96 2.21 -0.56 -1.37 1.38 1.38 -3.56
-0.09 2.58 -0.80 1.64 1.68 -0.55 0.57 1.63 -0.38 -0.20 3.87 3.87 34.27
-0.58 -1.01 -0.65 -1.22 0.03 -0.77 0.23 -1.56 0.33 0.83 -0.28 0.28 -9.87
-1.99 0.37 1.23 -1.21 1.67 0.42 -0.71 -0.06 0.56 0.08 -3.80 3.80 33.87
0.54 -0.92 0.17 -1.41 -0.11 -0.90 -0.74 1.24 1.09 0.61 2.13 2.13 4.42
-1.09 -0.32 1.21 0.14 2.32 0.39 0.19 -0.31 0.13 -0.15 2.61 2.61 9.32
0.71 0.96 -0.79 -1.33 -1.84 0.51 -1.10 -2.15 0.39 2.49 0.61 0.61 -9.17
-0.01 0.84 0.08 -0.10 0.92 -0.29 0.27 0.32 -0.67 0.99 2.71 2.71 11.60
-0.17 -0.76 0.54 -0.90 0.03 -0.01 1.09 0.47 -0.03 0.82 -0.06 0.06 -10.58
1.39 0.56 0.01 -1.31 -1.07 -0.31 -0.61 -0.19 0.06 0.53 0.23 0.23 -8.26
-0.07 0.49 0.06 -1.98 -0.94 -0.14 -1.21 0.60 1.53 1.22 -0.72 0.72 -8.06
-0.21 1.49 0.15 -0.34 -0.61 -0.30 -0.39 0.17 0.16 0.00 -4.75 4.75 56.43
0.44 1.19 0.95 -1.48 -2.55 0.93 -1.37 -0.22 -1.17 -1.80 -3.92 3.92 36.95
